INDEX	Specimen CODE	collectionNumber	Alt_Coll_No	LABEL_Species_author	Cleaned_NAMES-USE-THIS	id_modifier	Genus	Species_ept	collectionDate	collectors	Material type	Received by MOR	country	state/province	substate	substateRank	site	habitat	associates	Flower	Fruit	Veg	MatureBuds	DBH-cm	Height-m	plantAttributesOther	elevation	elevationSource	determinationOriginal	subsequentDetermination	detBy	detDate	determinationNotes	sourceInstitution	livingCollectionsNumber	OrigSourceInfo	Original Source- Cultivated	waypoint	latitude.orig	longitude.orig	datum	utm_zone	utm_northing	utm_easting	Altitude	coordinatesSource	photos	Collecting_Extracting notes	Expedition	Project	DNA_location	voucher1	voucher2	voucher3	otherVouchers	MOR_Acc_Num	Voucher_Notes	MOR_Barcode	MorphAcc_Num	Recollect_Date	Recollect_Num	Recollect_Collecters	Sent to Floragenex	RAD Batch.No	RAD sequencing notes	TEMP	Mira used for:	Wild_Arb_GH_Collected	Paper References	latitude_georef	longitude_georef	Georeference_source	country-georef	state_province_georef	County_georef	City_georef	Tip_labels 	Andrews Paper	Voucher Imaged	SPECIES-LINK-TO-TAXONOMY (no vars)	Cronn CP Sequenced	SRA_bioproject_accession	SRA_biosample_accession	SRA_library_ID	SRA_title_correct_LOCALITY_INFO	SRA_filename	SRA_Publication	SRA_SEQUENCES USED IN 	SRA_NOTES	Sequenced on 	Sequencing Summary	Floragenex Lib.No	EXTRACTION LABELING
50	QUE000050	JCB-MX-MI-MO-49		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40656	Jeannine Cavender-Bares			Mexico	Michoacan			Parque Nacional Morelos Km 23 east of Morelia												magnolifolia resinosa group	Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
51	QUE000051	JCB-MX-MI-ZA-50		Quercus castanea Née	#N/A		Quercus	castanea	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. castanea	Q. castanea	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus castanea Née													
52	QUE000052	JCB-MX-MI-ZA-51		Quercus rugosa Née	#N/A		Quercus	rugosa	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. rugosa	Q. rugosa	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus rugosa Née													
53	QUE000053	JCB-MX-MI-ZA-52		Quercus rugosa Née	#N/A		Quercus	rugosa	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. rugosa	Q. rugosa	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus rugosa Née													
54	QUE000054	JCB-MX-MI-ZA-53		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
55	QUE000055	JCB-MX-MI-ZA-54		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
56	QUE000056	JCB-MX-MI-ZA-55		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
57	QUE000057	JCB-MX-MI-ZA-56		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
58	QUE000058	JCB-MX-MI-ZA-57		Quercus candicans Née	#N/A		Quercus	candicans	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. candicans	Q. candicans	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus candicans Née													
59	QUE000059	JCB-MX-MI-ZA-58		Quercus candicans Née	#N/A		Quercus	candicans	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. candicans	Q. candicans	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus candicans Née													
60	QUE000060	JCB-MX-MI-ZA-59		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
61	QUE000061	JCB-MX-MI-ZA-60		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
62	QUE000062	JCB-MX-MI-ZA-61		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
63	QUE000063	JCB-MX-MI-ZA-62		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
64	QUE000064	JCB-MX-MI-ZA-63		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
65	QUE000065	JCB-MX-MI-ZA-64		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
66	QUE000066	JCB-MX-MI-ZA-65		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
67	QUE000067	JCB-MX-MI-ZA-66		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
68	QUE000068	JCB-MX-MI-ZA-67		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													Q. obtusata H&B	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
69	QUE000069	JCB-MX-MI-ZA-68		Quercus castanea Née	#N/A		Quercus	castanea	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. castanea	Q. castanea	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus castanea Née													
70	QUE000070	JCB-MX-MI-ZA-69		Quercus castanea Née	#N/A		Quercus	castanea	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. castanea	Q. castanea	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus castanea Née													
71	QUE000071	JCB-MX-MI-ZA-70		Quercus sp. L.	#N/A		Quercus		40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina													unknown				n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus sp. L.													
72	QUE000072	JCB-MX-MI-ZA-71		Quercus rugosa Née	#N/A		Quercus	rugosa	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. rugosa	Q. rugosa	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus rugosa Née													
73	QUE000073	JCB-MX-MI-ZA-72		Quercus castanea Née	#N/A		Quercus	castanea	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. castanea	Q. castanea	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus castanea Née													
74	QUE000074	JCB-MX-MI-ZA-73		Quercus rugosa Née	#N/A		Quercus	rugosa	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. rugosa	Q. rugosa	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus rugosa Née													
75	QUE000075	JCB-MX-MI-ZA-74		Quercus candicans Née	#N/A		Quercus	candicans	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - Seccion Alpina												Q. candicans	Q. candicans	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus candicans Née													
76	QUE000076	JCB-MX-MI-ZA-75		Quercus crassipes Bonpl.	#N/A		Quercus	crassipes	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Lago Zirahuen - east side of lake on road that goes around the lake, close to the intersection of road that heads towards Santa Clara del Cobre													Q. crassipes	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus crassipes Bonpl.													
77	QUE000077	JCB-MX-MI-SC-76		Quercus crassipes Bonpl.	#N/A		Quercus	crassipes	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Road to Santa Clara del Cobre												Q. crassipes	Q. crassipes	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus crassipes Bonpl.													
78	QUE000078	JCB-MX-MI-SC-77		Quercus crassipes Bonpl.	#N/A		Quercus	crassipes	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Road to Santa Clara del Cobre												Q. crassipes	Q. crassipes	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus crassipes Bonpl.													
79	QUE000079	JCB-MX-MI-SC-78		Quercus crassipes Bonpl.	#N/A		Quercus	crassipes	40666	Jeannine Cavender-Bares			Mexico	Michoacan			Road to Santa Clara del Cobre												Q. crassipes	Q. crassipes	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus crassipes Bonpl.													
80	QUE000080	JCB-MX-MI-UM-79		Quercus castanea Née	#N/A		Quercus	castanea	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Umecuaro												Q. castanea	Q. castanea	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus castanea Née													
81	QUE000081	JCB-MX-MI-UM-80		Quercus candicans Née	#N/A		Quercus	candicans	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Umecuaro												Q. candicans	Q. candicans	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus candicans Née													
82	QUE000082	JCB-MX-MI-UM-81		Quercus candicans Née	#N/A		Quercus	candicans	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Umecuaro												Q. candicans	Q. candicans	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus candicans Née													
83	QUE000083	JCB-MX-MI-UM-82		Quercus candicans Née	#N/A		Quercus	candicans	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Umecuaro												Q. candicans	Q. candicans	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus candicans Née													
84	QUE000084	JCB-MX-MI-UM-83		Quercus candicans Née	#N/A		Quercus	candicans	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Umecuaro												Q. candicans	Q. candicans	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus candicans Née													
85	QUE000085	JCB-MX-MI-UM-84		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Umecuaro													Q. obtusata	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
86	QUE000086	JCB-MX-MI-UM-85		Quercus sp. L.	#N/A		Quercus		40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Umecuaro													unknown				n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus sp. L.													
87	QUE000087	JCB-MX-MI-UM-86		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Umecuaro													Q. obtusata	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
88	QUE000088	JCB-MX-MI-UM-87		Quercus crassipes Bonpl.	#N/A		Quercus	crassipes	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Umecuaro												Q. crassipes	Q. crassipes	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus crassipes Bonpl.													
89	QUE000089	JCB-MX-MI-UM-88		Quercus crassipes Bonpl.	Quercus crassipes		Quercus	crassipes	5/5/2011	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Umecuaro												Q. crassipes	Q. crassipes	Susana Valencia			n/a	n/a	n/a	F														UMN	UMN	MOR	x	x	175893							OAK-UMN-236	Batch 2		Michoacan, MX		Wild		19.528056	-101.255556	Google of Umecuaro, Mexico	Mexico	Michoacan			Quercus crassipes_>OAK-UMN-236	Quercus crassipes | OAK-UMN-236 | MEXICO : Michoacan	http://quercus.lifedesks.org/node/888	Quercus crassipes Bonpl.		PRJNA376740	0	OAK-UMN-236	PstI RADseq of Quercus crassipes from MEXICO : Michoacan	OAK-UMN-236.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
90	QUE000090	JCB-MX-MI-AZ-89		Quercus sp. L.	#N/A		Quercus		40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			East of Morelia towards Los Azufres													unknown				n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus sp. L.													
91	QUE000091	JCB-MX-MI-AZ-90		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			East of Morelia towards Los Azufres													Q. obtusata	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
92	QUE000092	JCB-MX-MI-AZ-91		Quercus crassipes Bonpl.	#N/A		Quercus	crassipes	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Huamhumbaro -East of Morelia towards Los Azufres												Q. crassipes	Q. crassipes	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus crassipes Bonpl.													
93	QUE000093	JCB-MX-MI-AZ-92		Quercus crassifolia Bonpl.	#N/A		Quercus	crassifolia	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Huamhumbaro -East of Morelia towards Los Azufres												Q. crassifolia	Q. crassifolia	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus crassifolia Bonpl.													
94	QUE000094	JCB-MX-MI-AZ-93		Quercus obtusata Bonpl.	#N/A		Quercus	obtusata	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Huamhumbaro -East of Morelia towards Los Azufres													Q. obtusata	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus obtusata Bonpl.													
95	QUE000095	JCB-MX-MI-AZ-94		Quercus x dysophylla Benth.	#N/A		Quercus	x dysophylla	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Huamhumbaro -East of Morelia towards Los Azufres												Q.crassipes x crassifolia - backcross to Q. crassipes = Q. dysophyla	Q. x dysophylla	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus x dysophylla Benth.													
96	QUE000096	JCB-MX-MI-AZ-95		Quercus crassifolia Bonpl.	Quercus crassifolia		Quercus	crassifolia	5/5/2011	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Los Azufres												Q. crassifolia	Q. crassifolia	Susana Valencia			n/a	n/a	n/a	F														UMN	UMN	MOR	x	x	175892							OAK-UMN-243	Batch 2		Michoacan, MX		Wild		19.566735	-101.706762	Google earth to Michoacan, Mexico.	Mexico	Michoacan			Quercus crassifolia_>OAK-UMN-243	Quercus crassifolia | OAK-UMN-243 | MEXICO : Michoacan	http://quercus.lifedesks.org/node/905	Quercus crassifolia Bonpl.		PRJNA376740	0	OAK-UMN-243	PstI RADseq of Quercus crassifolia from MEXICO : Michoacan	OAK-UMN-243.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
97	QUE000097	JCB-MX-MI-AZ-96		Quercus crassipes Bonpl.	#N/A		Quercus	crassipes	40668	Jeannine Cavender-Bares, Antonio Gonzalez-Rodriguez			Mexico	Michoacan			Los Azufres												Q. crassipes	Q. crassipes	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus crassipes Bonpl.													
98	QUE000098	JCB-MX-MI-ES-98		Quercus scytophylla Liebm.	#N/A		Quercus	scytophylla	40671	Jeannine Cavender-Bares			Mexico	Michoacan			La Escalera													Q. scytophylla Liebm.	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus scytophylla Liebm.													
99	QUE000099	JCB-MX-MI-ES-99		Quercus scytophylla Liebm.	#N/A		Quercus	scytophylla	40671	Jeannine Cavender-Bares			Mexico	Michoacan			La Escalera													Q. scytophylla Liebm.	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus scytophylla Liebm.													
100	QUE000100	JCB-MX-MI-ES-100		Quercus scytophylla Liebm.	#N/A		Quercus	scytophylla	40671	Jeannine Cavender-Bares			Mexico	Michoacan			La Escalera													Q. scytophylla Liebm.	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus scytophylla Liebm.													
101	QUE000101	JCB-MX-MI-ES-101		Quercus scytophylla Liebm.	#N/A		Quercus	scytophylla	40671	Jeannine Cavender-Bares			Mexico	Michoacan			La Escalera													Q. scytophylla Liebm.	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus scytophylla Liebm.													
102	QUE000102	JCB-MX-MI-ES-102		Quercus scytophylla Liebm.	#N/A		Quercus	scytophylla	40671	Jeannine Cavender-Bares			Mexico	Michoacan			La Escalera													Q. scytophylla Liebm.	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus scytophylla Liebm.													
103	QUE000103	JCB-MX-MI-ES-103		Quercus castanea Née	#N/A		Quercus	castanea	40671	Jeannine Cavender-Bares			Mexico	Michoacan			La Escalera												Q. castanea	Q. castanea	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus castanea Née													
104	QUE000104	JCB-MX-MI-ES-104		Quercus castanea Née	#N/A		Quercus	castanea	40671	Jeannine Cavender-Bares			Mexico	Michoacan			La Escalera													Q. castanea	Susana Valencia			n/a	n/a	n/a															UMN	UMN	x	x	x	na										Michoacan, MX		Wild					Mexico	Michoacan						Quercus castanea Née													
105	QUE000105	IL-MOR-MH001 	MH1	Quercus michauxii Nutt.	Quercus michauxii		Quercus	michauxii	7/31/2012	Ken Potenberg, Kathy Matejka			USA	Illinois	DuPage	Co.	The Morton Arboretum (DuPage County, IL, U.S.A.):Quercus L-97/89-72 	Arboretum		N	N	Y	N	6.4 cm	12	Irregular shaped tree 12 feet tall and 6 feet wide in fair condition. , One trunk near ground level wtih exfoliating/furrowed, gray bark. , Trunk bark is covered with lichen. DBH~ 6.4 cm. Previous year's growth, is gray-green. 	n/a	n/a	Quercus michauxii Nutt.					The Morton Arboretum	539-96*5	collected by: Peter J. van der Linden, The Morton Arboretum;  in picnic ground at Big Oak Tree State Park in Mississippi County Missouri U.S.A.. (36.644722, -89.285)	F	n/a				n/a	n/a	n/a	n/a					Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	UMN	DUKE	MX, ND	174516		0058269MOR					OAK-MOR-353	Batch 1		The Morton Arboretum		The Morton Arboretum		36.644722	-89.285	GPS in provenance info	USA	Missouri	Mississippi		Quercus michauxi_>OAK-MOR-353	Quercus michauxi | OAK-MOR-353 | USA : Missouri	http://quercus.lifedesks.org/node/1016	Quercus michauxii Nutt.	OAK-MOR-688a	PRJNA376740	SAMN06446166	OAK-MOR-353	PstI RADseq of Quercus michauxii from USA:Missouri	OAK-MOR-353.fq.gz	Pham et al. (SRA.2017.02.03.plastomeProject)	Pham et al. (SRA.2017.02.03.plastomeProject); Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
106	QUE000106	IL-MOR-MH002 (A/B)	MH2 (A+ B)	Quercus pagoda Raf.	Quercus pagoda		Quercus	pagoda	4/9/2012	Marlene Hahn, Bethany Hayward Brown			USA	Illinois	DuPage	Co.	The Morton Arboretum (DuPage County, IL, U.S.A.):Quercus N-103/91-44 	Arboretum		Y	N	Y	Y	 31cm	50'	Irregular shaped tree 50 feet tall and 30 feet wide in good condition., One trunk near ground level with platy, brown-gray bark. DBH~ 31 cm. , Trunk is covered with lichen. Previous year's growth is gray. Young, leaves.	n/a	n/a	Quercus pagoda Raf.					The Morton Arboretum	700-46*1	collected by: Charles C. Deam;   in Posey County Indiana U.S.A.	F	n/a				n/a	n/a	n/a	n/a			Coll Num #IL-MOR-MH002A immature leaves, collected in flower and for DNA; #IL-MOR-MH002B is second collection of tree for vouchering of mature leaves		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR (A & B)	UMN (2B)	DUKE (2B)	MX, ND (2B)	174528/174511		0058257MOR/0058276MOR		41121	IL-MOR-MH002B	Ken Potenberg, Kathy Matejka	OAK-MOR-354	Batch 1		The Morton Arboretum		The Morton Arboretum		38.000455	-87.894178	Google Earth to Posey County, Indiana	USA	Indiana	Posey		Quercus pagoda_>OAK-MOR-354	Quercus pagoda | OAK-MOR-354 | USA : Indiana	http://quercus.lifedesks.org/node/1014	Quercus pagoda Raf.		PRJNA376740	0	OAK-MOR-354	PstI RADseq of Quercus pagoda from USA : Indiana	OAK-MOR-354.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
